фирмы,услуги,размер,отрасль,наличие_целей_по_улучшению_окр_среды,наличие_менеджера_по_окр_среде,отслеживание_выбросов_CO2,наличие_целевых_уровней_выбросов_CO2,прим_более_благ_ист_энерго,минимал_отходов,меры_по_огр_загряз_воздуха,меры_по_огр_загрязн_возд,наличие_выбросов_CO2
605417,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
608247,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
612686,Розничная торговля,Малый,Розничная торговля,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
612989,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
620676,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
622914,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Не знаю,Да,Не знаю,Не знаю,Не знаю,Не знаю
623609,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
624511,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
625707,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
629318,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
629864,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
630199,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
630598,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Не применимо,Не применимо,Не применимо,Не применимо,Нет
633900,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
636942,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
648472,Розничная торговля,Малый,Оптовая торговля,Нет,Нет,,Да,Нет,Да,Нет,Нет,Нет
650576,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Не применимо,Нет,Не применимо,Не применимо,Нет
652383,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
655414,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
671421,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
684875,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
686093,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Не применимо,Не применимо,Не применимо,Нет,Нет
691167,Розничная торговля,Малый,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
694217,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
694255,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
694433,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
694726,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
695563,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
695756,Розничная торговля,Средний,Розничная торговля,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
696130,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
696309,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
696390,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Не применимо,Нет,Не применимо,Нет,Нет
696452,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
696700,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
696962,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
697661,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
697758,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
697804,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
697835,Розничная торговля,Средний,Розничная торговля,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
698522,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
698675,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
698700,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
698768,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
698949,Розничная торговля,Средний,Розничная торговля,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
699043,Розничная торговля,Крупный,Розничная торговля,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
699073,Розничная торговля,Крупный,Розничная торговля,Не знаю,Нет,,Нет,Не применимо,Нет,Нет,Нет,Нет
699098,Розничная торговля,Крупный,Розничная торговля,Нет,Нет,Нет,Нет,Не знаю,Нет,Нет,Нет,Да
699151,Розничная торговля,Крупный,Розничная торговля,Нет,Нет,,Нет,Да,Да,Да,Да,Не знаю
699183,Розничная торговля,Крупный,Розничная торговля,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
